,win,분당 킬,분당 어시,분당 데스,퍼블유무,퍼블어시유무,분당 얻은 골드,분당 피해량,분당 cc건시간,분당 CS,분당 죽은시간,분당 시야점수
1197,True,0.45,0.25,0.0,False,False,456.82,581.57,0.3,6.0,0.0,0.76
1202,False,0.09,0.0,0.09,False,False,347.7,508.08,0.0,8.0,2.94,0.32
1207,True,0.18,0.0,0.05,False,False,347.98,201.88,0.41,6.0,0.64,0.92
1212,False,0.19,0.22,0.32,True,False,350.27,475.7,1.57,4.0,6.4,0.64
1217,True,0.35,0.26,0.13,False,False,394.97,471.21,0.67,4.0,3.11,0.74
1222,True,0.15,0.24,0.15,False,False,392.82,314.85,0.73,6.0,2.09,0.63
1227,False,0.05,0.19,0.29,False,False,289.61,266.6,0.0,5.0,6.21,0.83
1232,False,0.15,0.24,0.18,False,False,371.7,622.4,1.43,6.0,4.44,0.98
1237,True,0.36,0.39,0.3,False,False,432.45,940.26,0.39,5.0,7.84,0.57
1242,True,0.68,0.31,0.1,True,False,605.47,1303.6,0.21,7.0,3.81,0.36
1247,False,0.16,0.05,0.31,False,False,356.83,260.64,0.0,4.0,4.69,0.31
1252,True,0.49,0.4,0.11,True,False,531.58,871.93,0.03,6.0,5.63,0.49
1257,False,0.11,0.26,0.29,False,False,307.62,523.02,0.63,4.0,7.57,0.37
1262,True,0.18,0.46,0.0,False,True,397.36,577.8,0.32,6.0,0.0,0.71
1267,False,0.07,0.07,0.11,False,False,334.55,349.5,0.57,6.0,3.03,0.71
1272,False,0.09,0.15,0.2,False,False,331.57,464.97,0.0,7.0,6.28,0.84
1277,True,0.12,0.29,0.12,False,False,345.62,499.16,0.35,4.0,3.49,0.7
1282,True,0.49,0.55,0.29,False,True,578.89,1345.25,0.26,6.0,9.59,0.75
1287,False,0.26,0.0,0.49,False,False,378.43,589.49,0.13,5.0,12.72,0.55
1292,False,0.0,0.22,0.13,False,False,238.4,292.76,1.0,4.0,3.34,0.3
1297,True,0.17,0.13,0.09,False,False,353.49,522.15,0.0,5.0,2.21,0.48
1302,True,0.25,0.25,0.06,False,False,391.06,540.01,1.01,6.0,0.89,0.38
1307,False,0.0,0.0,0.38,False,False,227.39,195.56,0.63,4.0,5.64,0.19
1312,False,0.03,0.23,0.1,False,False,361.08,308.96,0.51,6.0,2.42,1.02
1317,True,0.2,0.33,0.13,False,True,397.81,412.94,0.56,5.0,4.85,0.77
1322,True,0.14,0.1,0.14,False,False,410.95,462.2,0.1,6.0,4.87,0.62
1327,False,0.38,0.24,0.14,False,False,499.76,840.71,0.51,8.0,3.57,0.34
1332,False,0.18,0.29,0.32,False,False,343.97,422.9,1.12,3.0,6.88,0.5
1337,True,0.4,0.18,0.11,False,False,373.21,630.07,0.07,3.0,2.38,0.43
1347,False,0.29,0.32,0.29,True,False,433.95,714.43,0.53,6.0,8.69,0.61
1352,True,0.57,0.18,0.18,True,False,571.74,1461.58,0.84,7.0,6.41,0.9
1357,False,0.15,0.3,0.3,False,False,400.24,383.4,0.0,6.0,8.39,0.63
1362,False,0.31,0.33,0.38,False,False,428.63,748.56,0.9,5.0,9.99,0.33
1367,True,0.83,0.24,0.21,False,True,604.4,1534.91,0.19,5.0,11.11,0.76
1372,True,0.0,0.0,0.0,False,False,292.92,41.85,0.0,4.0,0.0,0.31
1377,False,0.0,0.0,0.0,False,False,240.0,28.31,0.0,2.0,0.0,0.31
1381,True,0.5,0.12,0.06,False,False,514.04,539.05,0.44,7.0,0.87,0.69
1386,False,0.19,0.0,0.31,True,False,334.19,314.91,0.87,6.0,4.43,0.19
1391,True,0.31,0.26,0.17,True,False,429.59,848.73,0.95,5.0,8.49,0.95
1396,False,0.38,0.28,0.24,False,False,501.49,1111.52,0.14,6.0,8.25,0.62
1401,False,0.26,0.29,0.16,False,False,438.75,1165.23,1.24,6.0,4.8,0.69
1406,True,0.33,0.26,0.1,False,True,510.71,899.02,0.07,7.0,3.1,0.65
1411,False,0.08,0.04,0.3,True,False,294.88,229.28,0.0,6.0,7.6,0.72
1416,True,0.26,0.3,0.11,False,False,390.1,677.31,0.3,5.0,2.52,0.45
1421,False,0.06,0.0,0.37,False,False,272.84,348.2,0.49,4.0,4.83,0.49
1426,True,0.37,0.12,0.06,True,False,491.62,512.97,0.55,8.0,1.83,0.31
1431,False,0.11,0.22,0.43,False,True,245.04,301.52,1.09,2.0,9.09,0.65
1436,True,0.94,0.54,0.18,False,False,672.95,1689.21,0.8,5.0,6.88,0.51
1441,False,0.18,0.09,0.32,False,False,347.4,423.22,0.37,4.0,6.57,0.28
1446,True,0.23,0.14,0.23,True,False,449.84,534.57,0.14,8.0,5.43,0.83
1451,False,0.07,0.07,0.25,False,False,307.78,230.88,0.43,6.0,6.95,1.09
1456,True,0.29,0.4,0.18,False,False,444.82,579.76,0.04,6.0,5.18,0.18
1461,True,0.35,0.35,0.17,True,False,409.86,707.78,0.86,4.0,2.38,0.35
1466,False,0.13,0.22,0.61,False,False,275.31,449.42,1.04,3.0,10.07,0.04
1471,False,0.2,0.42,0.25,False,False,366.68,760.31,1.48,5.0,8.07,0.81
1476,True,0.22,0.36,0.25,False,True,409.3,650.5,0.22,3.0,8.07,0.92
1481,False,0.12,0.04,0.37,False,False,288.05,296.2,1.03,5.0,7.61,0.66
1486,True,0.45,0.29,0.04,False,False,492.93,666.91,0.17,6.0,0.66,0.87
1491,True,0.16,0.47,0.05,False,False,398.24,523.88,1.55,5.0,0.52,0.57
